Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1495,Sean Williams,C,21,NJN,73,29,1278,4.6,8.6,0.538,0,0,,4.6,8.6,0.538,2.3,3.7,0.609,3.2,5.8,9.1,0.8,0.8,3,2,5.4,11.5
1496,Sebastian Telfair,PG,22,MIN,60,51,1933,4.2,10.4,0.401,0.6,2.1,0.281,3.6,8.2,0.432,1.5,2,0.743,0.3,2.2,2.5,6.6,1.1,0.2,2.1,3.2,10.4
1497,Sedale Threatt,SG,35,HOU,21,0,334,3,8,0.378,0.9,2.2,0.4,2.2,5.8,0.37,0.6,0.9,0.75,0.5,2,2.6,4.3,1.6,0.3,1.4,3.1,7.5
1498,Sedale Threatt,PG,30,LAL,82,82,3070,6,12.2,0.489,0.2,0.7,0.323,5.7,11.5,0.499,2.4,2.8,0.831,0.5,2.5,3,7,2,0.2,2.1,2.7,14.5
1499,Serge Ibaka,PF,24,OKC,81,81,2666,7.1,13.2,0.536,0.3,0.8,0.383,6.8,12.4,0.546,2.1,2.7,0.784,3,6.5,9.6,1.1,0.5,3,1.7,3.1,16.6
1500,Sergey Karasev,SF,20,CLE,22,1,156,2.8,8.1,0.343,0.9,4.4,0.211,1.8,3.7,0.5,2.1,2.3,0.9,0,3.7,3.7,1.4,0.7,0.2,2.5,5.1,8.5
1501,Sergio Rodriguez,PG,21,POR,72,0,628,4,11.2,0.352,1,3.3,0.293,3,7.9,0.377,1.4,2.2,0.658,0.7,2.6,3.3,7.1,1.4,0,3,3.3,10.3
1502,Shabazz Muhammad,SG,21,MIN,37,0,290,7.1,15.4,0.46,0.4,1.4,0.273,6.7,14,0.478,3.2,5,0.65,3,3.6,6.6,0.7,1,0.1,2,3,17.8
1503,Shammond Williams,PG,25,SEA,69,6,1238,4.7,10.7,0.438,1.8,3.9,0.459,2.9,6.8,0.426,2.4,2.8,0.875,1,2.8,3.8,5.5,0.9,0.1,2.4,2.4,13.6
1504,Shandon Anderson,SG,23,UTA,65,0,1066,5,10.7,0.462,0.8,1.6,0.511,4.2,9.2,0.454,2.3,3.3,0.687,1.8,4.3,6,1.7,0.9,0.3,2.5,3.8,13
1505,Shandon Anderson,SG,27,HOU,82,82,2396,4,8.9,0.446,0.7,2.6,0.271,3.3,6.3,0.517,2.1,2.8,0.734,1.1,3.9,5,2.8,1.2,0.6,2,3,10.7
1506,Shane Battier,SF,35,MIA,73,56,1468,2.6,6.7,0.382,1.8,5.1,0.348,0.8,1.6,0.492,0.4,0.6,0.652,0.8,2.6,3.4,1.5,1.2,1,0.5,3,7.3
1507,Shane Battier,SF,29,HOU,80,78,2907,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.9,1.3,0.743,1.6,3.4,5,1.9,1,1.1,1,2.4,9.2
1508,Shane Heal,PG,26,MIN,43,0,236,4,14.8,0.268,3.1,9.9,0.308,0.9,4.9,0.188,0.5,0.8,0.6,0.3,2.4,2.7,5,0.5,0.5,2.6,3.1,11.4
1509,Shane Larkin,PG,21,DAL,48,0,489,3.8,10.1,0.38,0.9,2.8,0.316,2.9,7.3,0.404,1.2,1.8,0.64,0.8,2.3,3.1,5.2,1.9,0.1,2.9,3.4,9.7
1510,Shannon Brown,SG,22,TOT,21,4,240,6.6,18.9,0.349,1.4,4.5,0.3,5.2,14.4,0.365,2.5,4.3,0.586,0.9,2.1,3,2.5,1.6,0.5,3.6,4.3,17.1
1511,Shannon Brown,SG,28,TOT,29,1,251,3.4,9.5,0.364,0,0.3,0,3.4,9.2,0.375,2.2,3,0.714,1,3,4,1.3,1.9,0,2.6,3.4,9
1512,Shaquille O'Neal,C,35,PHO,28,28,803,6.3,10.3,0.611,0,0,,6.3,10.3,0.611,3.7,7.2,0.513,3,10.3,13.3,2.2,0.6,1.5,3.7,4.2,16.2
1513,Shaquille O'Neal,C,35,MIA,33,33,945,7.3,12.5,0.581,0,0,,7.3,12.5,0.581,3.4,6.8,0.494,3.8,6.1,9.8,1.7,0.7,2.1,3.7,5.1,17.9
1514,Shaquille O'Neal,C,24,LAL,51,51,1941,10.2,18.4,0.557,0,0.1,0,10.2,18.3,0.559,4.3,8.9,0.484,3.6,8.3,11.9,2.9,0.9,2.7,2.7,3.3,24.8
1515,Shaquille O'Neal,C,35,TOT,61,61,1748,6.8,11.5,0.593,0,0,,6.8,11.5,0.593,3.5,7,0.503,3.4,8,11.4,1.9,0.7,1.8,3.7,4.7,17.1
1516,Shaquille O'Neal,C,28,LAL,74,74,2924,10,17.5,0.572,0,0,0,10,17.5,0.573,6.1,12,0.513,3.6,8,11.6,3.4,0.6,2.5,2.7,3.2,26.2
1517,Shareef Abdur-Rahim,PF,20,VAN,80,71,2802,7.1,15.6,0.453,0.1,0.3,0.259,7,15.3,0.457,5,6.7,0.746,2.8,4.4,7.1,2.2,1,1,2.9,2.6,19.2
1518,Shareef Abdur-Rahim,SF,24,VAN,81,81,3241,6.7,14.2,0.472,0.1,0.7,0.188,6.6,13.5,0.487,4.9,5.9,0.834,1.9,6.2,8.2,2.8,1,0.9,2.6,2.6,18.5
1519,Sharone Wright,C,24,TOR,60,28,1009,5.7,14.4,0.4,0,0,0,5.7,14.3,0.4,2.4,4.7,0.511,2.8,3.8,6.6,1,0.5,1.8,3.3,5.2,13.9
1520,Shaun Livingston,PG,28,BRK,76,54,1974,4.3,8.9,0.483,0,0.1,0.167,4.3,8.8,0.486,2.9,3.5,0.827,1.2,3.3,4.5,4.5,1.7,0.6,1.9,3.1,11.5
1521,Shawn Bradley,C,24,DAL,33,32,1060,7,15.2,0.461,0,0.1,0,7,15.1,0.464,2.3,3.6,0.642,3.5,6.2,9.7,1.1,0.6,3,2.4,3.9,16.4
1522,Shawn Bradley,C,24,NJN,40,38,1228,5.8,13.4,0.436,0,0.1,0,5.8,13.2,0.441,2.4,3.6,0.664,3.5,6.1,9.5,0.6,0.7,4.7,1.9,3.6,14
1523,Shawn Bradley,C,24,TOT,73,70,2288,6.4,14.2,0.449,0,0.1,0,6.4,14.1,0.453,2.3,3.6,0.654,3.5,6.1,9.6,0.8,0.6,3.9,2.1,3.7,15.1
1524,Shawn Bradley,C,28,DAL,82,35,2001,3.9,8,0.49,0,0.1,0.167,3.9,7.9,0.494,2.5,3.2,0.787,2.9,8.1,10.9,0.7,0.6,4.1,1.6,4.6,10.4
1525,Shawn Kemp,PF,22,SEA,64,23,1808,7.2,14.3,0.504,0,0.1,0,7.2,14.2,0.506,5.4,7.2,0.748,5.3,8,13.2,1.7,1.4,2.5,3.1,5.2,19.8
1526,Shawn Kemp,PF,31,POR,68,3,1083,5.6,13.7,0.407,0.1,0.4,0.364,5.5,13.4,0.408,3.4,4.4,0.771,2.1,6.5,8.6,2.2,1.5,0.8,3.3,6.1,14.7
1527,Shawn Kemp,PF,27,SEA,81,75,2750,6.9,13.5,0.51,0.2,0.4,0.364,6.7,13.1,0.515,5.9,8,0.742,3.6,7,10.6,2,1.6,1.1,3.7,4.2,19.8
1528,Shawn Marion,PF,29,PHO,47,47,1713,6.4,12.1,0.526,1.2,3.5,0.347,5.2,8.6,0.599,1.6,2.3,0.713,1.8,7.9,9.8,2.1,2,1.5,1,2.5,15.6
1529,Shawn Marion,PF,29,TOT,63,62,2315,6.2,12.2,0.508,1,3.1,0.333,5.2,9.2,0.567,1.6,2.3,0.707,2.1,7.9,10,2.1,1.9,1.3,1.3,2.3,15.1
1530,Shawn Marion,SF,35,DAL,76,76,2409,5.1,10.6,0.482,0.9,2.4,0.358,4.2,8.2,0.518,0.8,1,0.785,2,5.5,7.4,1.9,1.3,0.6,1.4,1.9,11.8
1531,Shawn Marion,SF,22,PHO,79,79,2857,7,14.6,0.48,0.3,1,0.256,6.8,13.6,0.497,2.9,3.6,0.81,2.8,7.9,10.7,2,1.7,1.4,1.6,2.7,17.3
1532,Shawn Respert,SG,24,TOR,27,0,412,4.6,10.5,0.442,1.7,4.2,0.396,3,6.3,0.472,2.4,2.8,0.844,1,1.8,2.8,2.8,1.7,0.2,1.9,3.1,13.3
1533,Shawn Respert,SG,24,TOT,41,0,495,4.3,10.1,0.424,1.5,4.1,0.351,2.8,6,0.476,2.5,2.8,0.872,1,1.8,2.8,2.9,1.5,0.1,2.2,2.9,12.5
1534,Shawne Williams,PF,27,LAL,36,13,751,3.5,9.2,0.38,2,6.2,0.326,1.5,3,0.492,0.7,1,0.7,1.2,6.8,8,1.4,0.9,1.4,1,4.5,9.7
1535,Shawne Williams,SF,21,IND,65,3,967,5.9,13.8,0.427,1.6,5.1,0.314,4.3,8.7,0.494,2.8,3.9,0.717,2,4.5,6.6,2.2,1,1,2.2,4.9,16.3
1536,Shawnelle Scott,C,28,SAS,27,1,144,4.2,10.2,0.415,0,0,,4.2,10.2,0.415,2.3,5.5,0.409,5.7,6.8,12.5,1,1.2,1.5,2.7,5.7,10.7
1537,Shelden Williams,PF,24,SAC,28,0,362,5.5,11.1,0.491,0,0.1,0,5.5,11,0.495,3.6,5.4,0.667,3.4,6.4,9.7,0.8,0.9,1,2.1,5,14.5
1538,Shelden Williams,PF,24,ATL,36,0,414,3.2,8.7,0.37,0,0.1,0,3.2,8.6,0.374,3,4.4,0.686,3,6.3,9.3,1,1.1,1,1.2,5.2,9.5
1539,Shelden Williams,PF,24,TOT,64,0,776,4.3,9.8,0.434,0,0.1,0,4.3,9.7,0.438,3.3,4.9,0.676,3.2,6.4,9.5,0.9,1,1,1.6,5.1,11.8
1540,Shelvin Mack,PG,23,ATL,73,11,1490,5,12.1,0.417,1.5,4.4,0.337,3.6,7.7,0.464,1.5,1.8,0.865,0.5,3.4,3.9,6.5,1.2,0,2.2,2.4,13.1
1541,Sherman Douglas,PG,25,BOS,37,0,654,5.6,12.2,0.455,0.1,0.5,0.111,5.5,11.7,0.469,3.7,5.5,0.68,0.7,2.5,3.1,8.4,1.2,0.5,3.3,3.7,14.9
1542,Sherman Douglas,PG,25,TOT,42,2,752,5.6,12.1,0.462,0,0.5,0.1,5.6,11.6,0.477,3.5,5.1,0.682,0.6,2.4,3,8.2,1.2,0.4,3.3,3.7,14.7
1543,Sherman Douglas,PG,34,NJN,59,7,1094,4,10,0.403,0.3,1.3,0.2,3.8,8.7,0.433,2.8,3.8,0.748,0.7,1.7,2.4,4.7,1.2,0.1,2.6,3.1,11.1
1544,Sherman Douglas,PG,30,MIL,79,79,2316,4.8,9.5,0.502,0.6,1.8,0.333,4.2,7.7,0.54,1.8,2.7,0.667,0.9,2.1,3,6.6,1.2,0.2,2.4,3,11.9
1545,Sidney Green,PF,31,SAS,80,1,1127,4.7,11,0.427,0,0,,4.7,11,0.427,2.3,2.8,0.82,2.9,8,10.9,1.1,0.9,0.4,2,4.7,11.7
1546,Sleepy Floyd,PG,31,HOU,82,3,1662,6.2,15.2,0.406,0.8,2.7,0.301,5.4,12.6,0.429,2.9,3.7,0.794,0.7,2.5,3.2,5.2,1.2,0.5,2.8,2.8,16.1
1547,Smush Parker,PG,26,TOT,28,2,592,3.9,11.2,0.348,1.1,4.7,0.231,2.8,6.4,0.434,1.2,1.7,0.679,0.2,2.9,3.1,5.1,1.5,0.4,2.7,3.6,10
1548,Solomon Hill,SF,22,IND,28,0,226,2.7,6.4,0.425,1.1,3.7,0.304,1.6,2.7,0.588,1,1.1,0.857,1.4,5.1,6.5,1.9,0.8,0.3,2.1,3,7.5
1549,Solomon Jones,PF,23,ATL,35,0,145,3,7.4,0.4,0,0.5,0,3,7,0.429,2.7,5,0.55,4.7,5.7,10.4,0,0.7,1.2,2.7,7,8.7
1550,Soumaila Samake,C,22,NJN,34,0,226,2.9,7.6,0.375,0,0,,2.9,7.6,0.375,1.6,3.8,0.417,3.5,4.9,8.4,0.2,0.3,2.2,0.6,3.7,7.3
1551,Spencer Hawes,C,19,SAC,71,8,931,5.6,12.3,0.459,0.2,0.8,0.19,5.5,11.5,0.478,1.5,2.2,0.655,2.6,6.3,8.9,1.7,0.5,1.5,2.2,4.9,12.9
1552,Spencer Hawes,C,25,TOT,80,78,2470,5.9,12.9,0.456,1.9,4.5,0.416,4,8.4,0.478,1.7,2.2,0.783,1.9,7.7,9.6,3.5,0.6,1.4,2.5,3.5,15.3
1553,Spud Webb,PG,28,SAC,77,77,2724,5.9,13.3,0.445,1,2.6,0.367,5,10.7,0.465,3.5,4,0.859,0.4,2.6,2.9,7.2,1.7,0.3,3,2.6,16.3
1554,Stacey Augmon,SG,28,DET,20,3,292,3.8,9.5,0.403,0,0,,3.8,9.5,0.403,3.5,5.1,0.683,1.7,4.3,6,1.8,1.2,1.2,3.3,3.6,11.1
1555,Stacey Augmon,SG,28,POR,40,7,650,4.1,7.9,0.517,0,0,,4.1,7.9,0.517,2.3,3.1,0.732,1.8,3.1,4.9,2.3,1.8,0.4,2,3.2,10.5
1556,Stacey Augmon,SG,28,TOT,60,10,942,4,8.4,0.477,0,0,,4,8.4,0.477,2.6,3.7,0.711,1.8,3.5,5.3,2.1,1.6,0.6,2.4,3.3,10.7
1557,Stacey Augmon,SG,32,POR,66,23,1182,3.9,8.1,0.477,0,0.1,0,3.9,8,0.485,1.7,2.6,0.655,1.8,3,4.8,3,1.5,0.6,1.5,3.2,9.5
1558,Stacey Augmon,SG,23,ATL,82,82,2505,6.3,12.9,0.489,0,0.1,0.167,6.3,12.8,0.492,3.1,4.6,0.666,2.7,3.3,6,2.9,1.8,0.4,2.6,2.3,15.7
1559,Stacey King,PF,25,CHI,79,12,1268,6.1,12.1,0.506,0.1,0.1,0.4,6,11.9,0.507,3.4,4.5,0.753,2.5,3.4,5.8,2.2,0.6,0.7,2.2,3.7,15.6
1560,Stanley Roberts,C,21,ORL,55,34,1118,7.6,14.4,0.529,0,0,0,7.6,14.3,0.53,3.3,6.3,0.515,3.6,7.2,10.8,1.3,0.7,2.7,2.5,7.1,18.5
1561,Stephen Curry,PG,25,GSW,78,78,2846,8.2,17.5,0.471,3.3,7.8,0.424,4.9,9.7,0.509,3.9,4.4,0.885,0.6,3.6,4.2,8.4,1.6,0.2,3.7,2.5,23.7
1562,Stephen Graham,SF,25,IND,22,0,128,9.6,16.3,0.586,2,3.9,0.5,7.6,12.4,0.614,3.4,4.5,0.75,1.1,5.1,6.2,2.5,1.1,0.3,2.8,3.9,24.5
1563,Stephen Howard,SF,26,UTA,42,0,349,5.7,9.9,0.573,0,0,,5.7,9.9,0.573,4.1,6.9,0.597,2.6,5.3,7.8,1,1.1,1,2.1,5.7,15.5
1564,Stephen Howard,SF,26,TOT,49,0,418,5.3,9.3,0.574,0,0,,5.3,9.3,0.574,4.5,7,0.642,2.5,4.8,7.3,0.9,1.6,1,2.2,5.3,15.2
1565,Stephen Jackson,SF,29,GSW,73,73,2855,6.2,15.2,0.405,2.3,6.3,0.363,3.9,8.9,0.435,3.9,4.7,0.832,0.8,3.2,4,3.8,1.2,0.4,2.5,2.2,18.5
1566,Stephen Jackson,SF,22,NJN,77,40,1660,5.3,12.4,0.425,1.1,3.4,0.335,4.1,9,0.458,2.1,2.9,0.719,0.9,3.6,4.5,3,1.9,0.3,2.8,3.6,13.8
1567,Stephon Marbury,PG,30,NYK,24,19,805,5,11.9,0.419,1.3,3.3,0.378,3.7,8.5,0.435,3.7,5.2,0.716,0.8,1.9,2.6,5.1,0.9,0.1,2.1,2.5,14.9
1568,Stephon Marbury,PG,23,NJN,67,67,2557,7.9,18,0.441,1.5,4.7,0.328,6.4,13.3,0.481,5.1,6.4,0.79,0.7,2.1,2.9,7.1,1.1,0.1,2.8,2.1,22.5
1569,Stephon Marbury,PG,19,MIN,67,64,2324,5.5,13.5,0.408,1.6,4.5,0.354,3.9,9,0.434,3.8,5.2,0.727,0.8,2,2.9,8.1,1,0.3,3.3,2.5,16.4
1570,Steve Blake,PG,33,TOT,55,28,1498,3.2,8.5,0.377,1.9,5,0.376,1.3,3.4,0.378,0.8,1,0.767,0.3,3.5,3.8,7.4,1.3,0.2,2.5,2,9.1
1571,Steve Blake,PG,27,POR,81,78,2424,3.9,9.5,0.408,1.8,4.4,0.406,2.1,5.1,0.409,0.7,1,0.766,0.5,2.4,2.9,6.1,0.8,0.1,1.7,2,10.3
1572,Steve Burtt,SG,29,PHO,31,2,356,7.5,16.2,0.463,0.1,0.6,0.167,7.4,15.6,0.474,3.8,5.5,0.704,1,2.4,3.4,6,1.6,0.4,3.3,5.9,18.9
1573,Steve Francis,PG,23,HOU,80,79,3194,6.2,13.7,0.451,1.5,3.8,0.396,4.7,10,0.472,4,4.9,0.817,2.1,4.1,6.2,5.8,1.6,0.3,3,3.1,17.9
1574,Steve Hamer,C,23,BOS,35,3,268,4,7.7,0.526,0,0.3,0,4,7.4,0.545,2.1,3.9,0.552,2.3,5.8,8.1,0.9,0.3,0.5,1.7,5.2,10.2
1575,Steve Henson,PG,23,MIL,50,1,386,4.8,13.4,0.361,2.1,4.5,0.479,2.7,9,0.302,2.1,2.7,0.793,1.6,2.2,3.8,7.6,1.4,0.1,3.7,4.7,14
1576,Steve Kerr,PG,26,CLE,48,20,847,5.1,10.1,0.511,1.4,3.1,0.432,3.8,6.9,0.546,1.9,2.3,0.833,0.6,2.7,3.3,4.7,1.1,0.4,1.3,1.2,13.6
1577,Steve Kerr,PG,35,SAS,55,1,650,3.7,8.8,0.421,1.8,4.3,0.429,1.9,4.5,0.415,0.8,0.8,0.933,0.3,1.6,1.9,3.2,0.9,0.1,1.2,1.7,10
1578,Steve Kerr,PG,31,CHI,82,0,1861,4.8,9,0.533,2.1,4.6,0.464,2.7,4.4,0.604,1,1.3,0.806,0.6,2,2.5,3.4,1.3,0.1,0.8,1.9,12.8
1579,Steve Nash,PG,22,PHO,65,2,684,3.9,9.2,0.423,1.2,2.9,0.418,2.7,6.3,0.425,2.2,2.7,0.824,0.8,2.5,3.3,7.3,1.1,0,3.3,4.8,11.2
1580,Steve Nash,PG,26,DAL,70,70,2387,5.8,11.9,0.487,1.3,3.3,0.406,4.5,8.6,0.518,3.5,3.9,0.895,0.7,2.7,3.4,7.7,1.1,0.1,3.1,2.4,16.5
1581,Steve Nash,PG,33,PHO,81,81,2780,6.3,12.5,0.504,2.3,4.9,0.47,4,7.5,0.527,2.9,3.2,0.906,0.4,3.3,3.7,11.6,0.7,0.1,3.8,1.5,17.8
1582,Steve Novak,SF,24,HOU,35,0,264,6.7,13.9,0.48,4.6,9.7,0.479,2,4.2,0.484,0.4,0.5,0.75,0.5,4.2,4.8,0.8,0.3,0.4,0.5,2.3,18.4
1583,Steve Novak,PF,30,TOR,54,1,540,4,9.7,0.411,3.5,8.1,0.426,0.5,1.6,0.333,0.4,0.4,1,0.5,3.3,3.9,0.9,0.8,0.3,0.3,2.9,11.9
1584,Steve Smith,SG,22,MIA,61,59,1806,5.9,13,0.454,0.8,2.5,0.32,5.1,10.5,0.486,1.9,2.5,0.748,1.6,2.1,3.7,5.5,1.2,0.4,3,3.2,14.5
1585,Steve Smith,SG,27,ATL,72,72,2818,6.3,14.6,0.429,1.7,5,0.335,4.6,9.7,0.477,4.3,5,0.847,1.1,1.9,3,3.9,0.8,0.3,2.2,2.2,18.5
1586,Steve Smith,SG,31,POR,81,36,2542,5.1,11.2,0.456,1.1,3.3,0.339,4,7.9,0.504,4.4,4.9,0.89,1.2,2.6,3.9,3,0.7,0.3,1.9,2.9,15.6
1587,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,0.503,0,0,,2.8,5.6,0.503,2.4,4.1,0.581,4.3,5.7,10,1.3,1.2,1.7,2.1,6.1,8
1588,Stojko Vrankovic,C,33,MIN,53,35,766,3.7,6.5,0.561,0,0,,3.7,6.5,0.561,1.2,1.7,0.676,2.7,5.2,7.9,0.7,0.5,3.1,2.4,5.7,8.5
1589,Stromile Swift,PF,28,NJN,21,0,295,5.1,10.7,0.477,0,0,,5.1,10.7,0.477,2.6,3.4,0.75,2.2,6.3,8.5,0.5,0.6,2.2,1.5,4.8,12.8
1590,Stromile Swift,PF,28,MEM,35,4,549,6.1,11.6,0.525,0,0.1,0,6.1,11.5,0.531,3.4,5.3,0.642,3,5.4,8.5,1.4,0.7,2.4,2.6,4.9,15.6
1591,Stromile Swift,PF,28,TOT,56,4,844,5.8,11.3,0.509,0,0.1,0,5.8,11.2,0.513,3.1,4.6,0.67,2.7,5.8,8.5,1.1,0.6,2.3,2.2,4.8,14.6
1592,Stromile Swift,PF,21,VAN,80,6,1312,4.2,9.3,0.451,0,0.1,0,4.2,9.2,0.457,2.3,3.9,0.603,3,4.8,7.8,0.8,1.7,2.3,1.8,4.4,10.7
1593,T.J. Ford,PG,24,TOR,51,26,1199,7.4,15.7,0.469,0.5,1.5,0.294,6.9,14.2,0.488,3.3,3.8,0.88,0.7,2.3,3,9.4,1.6,0,3.1,2.8,18.5
1594,Taj Gibson,PF,28,CHI,82,8,2351,6.6,13.7,0.479,0,0.1,0,6.6,13.6,0.483,3.2,4.3,0.751,3.1,5.5,8.5,1.4,0.6,1.7,2.3,3.2,16.4
1595,Tariq Abdul-Wahad,SG,26,DEN,29,12,420,3.7,9.5,0.387,0.3,0.9,0.4,3.3,8.7,0.386,1.8,3.1,0.583,1.2,3.9,5.1,1.9,1.2,1.1,2.9,4.6,9.5
1596,Tate George,SG,23,NJN,70,2,1037,5.7,13.4,0.427,0,0.2,0.167,5.7,13.2,0.432,3,3.7,0.821,1.2,2.4,3.6,5.6,1.4,0.1,2.8,3.4,14.5
1597,Tayshaun Prince,SF,33,MEM,76,76,1948,3.7,9.1,0.407,0.4,1.3,0.29,3.3,7.8,0.426,0.6,1.1,0.567,0.6,3.7,4.3,2.2,0.7,0.4,0.8,1.2,8.4
1598,Tayshaun Prince,SF,27,DET,82,82,2694,5.6,12.6,0.448,0.7,2,0.363,4.9,10.6,0.463,2.5,3.2,0.768,1.5,3.9,5.3,3.6,0.6,0.4,1.2,1.2,14.4
1599,Terrell Brandon,PG,30,MIN,78,78,2821,6.5,14.5,0.451,0.4,1.2,0.363,6.1,13.3,0.458,2.5,2.9,0.871,0.8,3,3.8,7.4,2.1,0.3,2,1.8,16
1600,Terrell Brandon,PG,26,CLE,78,78,2868,7.2,16.5,0.438,1.3,3.4,0.373,5.9,13.1,0.455,3.4,3.7,0.902,0.6,3.2,3.8,6.2,1.7,0.4,2.2,2.2,19.1
1601,Terrell Brandon,PG,21,CLE,82,9,1605,5.7,13.5,0.419,0,0.5,0.043,5.6,13,0.434,2.2,2.8,0.806,1.1,2.5,3.6,7.1,1.8,0.5,3.1,2.4,13.6
1602,Terrence Jones,PF,22,HOU,76,71,2078,6.7,12.3,0.542,0.5,1.7,0.307,6.2,10.6,0.581,2,3.4,0.605,2.8,6.3,9.1,1.5,0.9,1.7,1.2,2.4,16
1603,Terrence Ross,SG,22,TOR,81,62,2159,5.3,12.5,0.423,2.7,6.8,0.395,2.6,5.7,0.458,1.4,1.6,0.837,0.7,3.5,4.2,1.3,1.1,0.5,1.5,3.1,14.7
1604,Terry Catledge,PF,28,ORL,78,67,2430,6.8,13.7,0.496,0,0.1,0,6.8,13.6,0.498,3.6,5.1,0.694,3.8,4.3,8.1,1.6,0.9,0.2,2,2.9,17.1
1605,Terry Cummings,PF,35,SEA,45,3,828,6.7,13.9,0.486,0.1,0.2,0.6,6.6,13.7,0.484,2.5,3.6,0.695,3,4.9,8,1.7,1.4,0.3,2,4.9,16.1
1606,Terry Cummings,PF,30,SAS,70,67,2149,8.6,17.6,0.488,0.1,0.2,0.385,8.5,17.4,0.489,3,4.2,0.711,4.1,6.4,10.6,1.7,1,0.6,1.9,3.5,20.3
1607,Terry Davis,PF,24,DAL,68,67,2149,4.3,8.9,0.482,0,0.1,0,4.3,8.8,0.487,3,4.8,0.635,3.8,7.4,11.3,1,0.4,0.5,2,3.4,11.6
1608,Terry Dehere,PG,25,LAC,73,3,1053,5.1,13.1,0.386,1.8,5.5,0.325,3.3,7.6,0.43,4.2,5.1,0.824,0.5,2.7,3.2,5.4,0.9,0.1,3.3,4.9,16.1
1609,Terry Mills,PF,29,DET,79,5,1997,5.6,12.7,0.444,3.2,7.5,0.422,2.5,5.2,0.477,1,1.3,0.829,1.2,5.6,6.8,1.8,0.6,0.5,1.5,2.9,15.4
1610,Terry Mills,PF,24,NJN,82,24,1714,6.5,14.1,0.463,0.2,0.5,0.348,6.3,13.6,0.467,2.4,3.2,0.75,3.9,5.6,9.5,1.8,1,0.9,1.7,4.2,15.6
1611,Terry Porter,PG,37,SAS,80,42,1678,4.2,9.4,0.448,1.9,4.4,0.424,2.4,5,0.468,2,2.5,0.793,0.5,3.8,4.3,5.4,1.1,0.2,2.2,1.9,12.3
1612,Terry Porter,PG,33,MIN,82,20,1568,4.3,10.3,0.416,1.5,4.6,0.335,2.8,5.7,0.482,2.9,3.8,0.765,0.7,3.3,4,6.8,1.2,0.3,2.9,2.4,13
1613,Terry Porter,PG,28,POR,82,82,2784,6.7,14.6,0.461,1.7,4.2,0.395,5.1,10.4,0.488,4.1,4.8,0.856,0.7,2.6,3.3,6.2,1.6,0.2,2.4,2,19.2
1614,Terry Teagle,SG,31,LAL,82,0,1602,8.2,18.1,0.452,0,0.1,0.25,8.2,18,0.453,3.4,4.4,0.766,2,2.1,4.1,2.5,1.5,0.2,2.6,3.3,19.8
1615,Thabo Sefolosha,SG,29,OKC,61,61,1584,3.2,7.7,0.415,1.1,3.5,0.316,2.1,4.3,0.495,1.2,1.6,0.768,1.1,3.9,5,2.1,1.8,0.4,1.2,2,8.7
1616,Thabo Sefolosha,SG,23,CHI,69,22,1436,4.5,10.6,0.428,0.7,2.2,0.33,3.8,8.3,0.453,1.9,2.6,0.721,1.3,5.1,6.4,3.2,1.5,0.8,2.3,3.2,11.6
1617,Thaddeus Young,PF,19,PHI,74,22,1554,6.1,11.4,0.539,0.1,0.4,0.316,6,10.9,0.548,1.8,2.4,0.738,2.8,4.4,7.2,1.3,1.7,0.2,1.5,2.9,14.1
1618,Thaddeus Young,PF,25,PHI,79,78,2718,7.7,17,0.454,1.2,3.9,0.308,6.5,13.1,0.496,2.2,3,0.712,2.2,4.1,6.3,2.4,2.2,0.5,2.2,2.8,18.8
1619,Tharon Mayes,SG,23,PHI,21,0,215,4.7,15.7,0.298,2.3,6.5,0.359,2.3,9.2,0.255,3.3,5,0.667,0.5,2,2.5,5.4,2.3,0.2,4.7,5.4,15.1
1620,Tharon Mayes,SG,23,TOT,24,0,255,4.2,14,0.303,2.1,5.8,0.366,2.1,8.2,0.259,3.4,5.1,0.667,0.4,1.8,2.3,4.9,2.3,0.3,4.4,5.8,14
1621,Theo Ratliff,C-PF,34,TOT,26,9,437,3.4,7,0.482,0,0.1,0,3.4,6.9,0.488,2.4,3.5,0.674,2.6,4.7,7.3,1.2,0.6,3,1.7,4.9,9.1
1622,Theo Ratliff,C,27,PHI,50,50,1800,4.6,9.1,0.499,0,0,,4.6,9.1,0.499,3.3,4.3,0.76,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,12.4
1623,Theo Ratliff,C,23,DET,76,38,1292,5,9.4,0.531,0,0,,5,9.4,0.531,2.3,3.2,0.698,3,4.1,7.1,0.4,0.8,3.1,1.6,5,12.2
1624,Thomas Robinson,PF,22,POR,70,0,873,5.8,12.1,0.481,0,0,0,5.8,12,0.483,2.4,4.2,0.564,4.3,8.3,12.7,1.4,0.9,0.8,2.4,5.4,14
1625,Thurl Bailey,PF,30,MIN,71,18,1777,6.7,14.9,0.448,0,0,0,6.7,14.9,0.448,3.5,4.4,0.795,2,6.2,8.2,1.2,0.6,2.1,1.8,2.6,16.8
